cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,high_school_5_year_graduation_rate_total,avg_class_size_high_school,pupil_teacher_ratio_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track,number_students_who_took_ap_classes_grade_10_total,number_students_who_took_ap_classes_grade_11_total,number_students_who_took_ap_classes_grade_12_total
2013,270664040260001,Mercer County High School        ,Mercer County School District 404,Aledo            ,Mercer     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.3,1.0,1.0,0.0,0.0,0.0,1.7,410,174,93.7,6.9,2.2,90.1,89.5,12.7,,,,,,,,
2013,270942380260001,Monmouth-Roseville High Sch      ,Monmouth-Roseville CUSD 238      ,Monmouth         ,Warren     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,75.1,3.6,13.9,2.2,0.2,0.4,4.7,555,172,93.8,4.8,2.3,86.8,92.9,19.1,,,,,,,,
2013,270943040260001,United High School               ,United CUSD 304                  ,Monmouth         ,Warren     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.1,0.3,2.6,1.3,0.7,0.3,0.7,303,173,95.7,3.8,3.6,87.8,84.7,13.5,,,,,,,,
2013,280061030220001,DePue High School                ,DePue USD 103                    ,DePue            ,Bureau     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,16.5,0.0,80.9,2.6,0.0,0.0,0.0,115,178,94.3,1.8,1.7,77.8,92.3,15.0,,,,,,,,
2013,280063030260001,La Moille High School            ,La Moille CUSD 303               ,La Moille        ,Bureau     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.0,0.0,5.8,1.2,0.0,0.0,0.0,86,174,93.9,3.5,0.0,100.0,88.2,9.5,,,,,,,,
2013,280063400260001,Bureau Valley High School        ,Bureau Valley CUSD 340           ,Manlius          ,Bureau     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.1,0.3,2.0,0.3,0.3,0.0,0.0,344,176,94.2,2.2,1.2,91.6,83.2,14.9,,,,,,,,
2013,280065000150001,Princeton High School            ,Princeton HSD 500                ,Princeton        ,Bureau     ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,92.6,0.7,3.1,1.3,0.0,0.2,2.2,555,174,93.4,5.2,2.5,87.3,89.5,16.5,,,,,,,,
2013,280065020170001,Hall High School                 ,Hall HSD 502                     ,Spring Valley    ,Bureau     ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,77.1,2.0,17.8,0.0,0.0,0.0,3.1,393,175,94.9,2.4,4.3,78.3,89.4,14.7,,,,,,,,
2013,280065050160001,Ohio Community High School       ,Ohio CHSD 505                    ,Ohio             ,Bureau     ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,90.9,0.0,9.1,0.0,0.0,0.0,0.0,33,174,93.5,0.0,0.0,,,8.0,,,,,,,,
2013,280372230260001,Orion High School                ,Orion CUSD 223                   ,Orion            ,Henry      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.6,2.8,5.6,0.0,0.0,0.0,0.9,320,175,93.5,4.4,1.6,95.1,91.8,15.4,,,,,,,,
2013,280372240260001,Galva Jr-Sr High School          ,Galva CUSD 224                   ,Galva            ,Henry      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,91.6,1.8,4.7,0.0,0.0,0.0,1.8,274,176,94.9,0.4,1.6,93.3,95.8,17.7,,,,,,,,
2013,280372250260001,AlWood  Middle/High School       ,AlWood CUSD 225                  ,Woodhull         ,Henry      ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,95.9,0.5,2.7,0.0,0.0,0.0,0.9,222,176,94.2,0.0,2.3,88.9,89.7,8.5,,,,,,,,
2013,280372260260001,Annawan High School              ,Annawan CUSD 226                 ,Annawan          ,Henry      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.0,1.6,2.5,1.6,0.0,0.0,3.3,122,175,95.9,1.6,0.8,96.0,96.2,13.8,,,,,,,,
2013,280372270260002,Cambridge Jr/Sr High School      ,Cambridge CUSD 227               ,Cambridge        ,Henry      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,95.1,1.5,1.5,0.5,0.0,1.5,0.0,203,174,94.8,1.0,3.1,89.7,93.8,11.4,,,,,,,,
2013,280372280260001,Geneseo High School              ,Geneseo CUSD 228                 ,Geneseo          ,Henry      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,93.7,0.0,3.9,0.6,0.0,0.6,1.3,853,175,95.6,0.4,0.4,93.5,95.1,18.0,,,,,,,,
2013,280372290260001,Kewanee High School              ,Kewanee CUSD 229                 ,Kewanee          ,Henry      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,73.4,8.4,17.4,0.0,0.0,0.0,0.8,489,174,91.0,18.1,6.3,63.8,73.7,17.5,,,,,,,,
2013,280372300260002,Wethersfield Jr/Sr High School   ,Wethersfield CUSD 230            ,Kewanee          ,Henry      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,77.4,3.7,10.5,0.9,0.0,0.0,7.4,323,174,94.1,9.5,2.8,83.1,88.9,16.0,,,,,,,,
2013,280881000260001,Stark County High School         ,Stark County CUSD 100            ,Toulon           ,Stark      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.0,0.4,0.4,0.7,0.0,1.4,2.2,278,175,91.3,3.1,2.9,89.9,92.6,20.8,,,,,,,,
2013,300391650160001,Carbondale Comm H S              ,Carbondale CHSD 165              ,Carbondale       ,Jackson    ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,55.5,28.3,8.1,4.3,0.0,0.3,3.5,1093,175,92.1,0.1,2.4,87.3,83.0,17.9,,,,,,,,
2013,300391760260001,Trico Senior High School         ,Trico CUSD 176                   ,Campbell Hill    ,Jackson    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.6,0.0,0.3,0.0,0.0,0.0,1.0,290,174,94.3,0.7,2.8,89.3,96.8,15.4,,,,,,,,
2013,300391860260001,Murphysboro High School          ,Murphysboro CUSD 186             ,Murphysboro      ,Jackson    ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,73.1,16.6,4.2,0.0,0.0,0.2,6.0,602,174,90.9,3.9,7.1,73.3,74.4,16.5,,,,,,,,
2013,300391960260001,Elverado High School             ,Elverado CUSD 196                ,Elkville         ,Jackson    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.0,1.3,1.3,0.6,0.0,0.0,3.8,157,174,94.3,5.5,1.3,87.8,88.6,13.0,,,,,,,,
2013,300731010160001,Pinckneyville Comm High School   ,Pinckneyville CHSD 101           ,Pinckneyville    ,Perry      ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.2,0.5,1.1,0.2,0.5,0.5,0.0,435,175,95.5,5.8,0.7,91.2,83.2,16.7,,,,,,,,
2013,300733000260001,Duquoin High School              ,Duquoin CUSD 300                 ,Du Quoin         ,Perry      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,87.3,6.1,1.5,0.5,0.0,0.5,4.1,411,175,93.3,5.8,2.2,85.7,84.3,15.8,,,,,,,,
2013,310450460220001,Elgin High School                ,SD U-46                          ,Elgin            ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,15.2,6.9,70.3,5.0,0.0,0.5,2.1,2524,173,89.7,30.3,3.6,71.1,77.2,22.4,,,,,,,,
2013,310450460220002,Larkin High School               ,SD U-46                          ,Elgin            ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,21.0,11.4,61.7,2.5,0.0,0.5,2.9,2014,173,90.1,26.6,3.9,68.6,78.6,22.6,,,,,,,,
2013,310450460220003,Streamwood High School           ,SD U-46                          ,Streamwood       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,29.8,8.4,50.9,9.0,0.0,0.3,1.6,2191,173,91.5,22.4,1.4,82.9,91.9,21.0,,,,,,,,
2013,310450460220004,Bartlett High School             ,SD U-46                          ,Bartlett         ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,52.8,4.9,27.4,12.7,0.0,0.2,2.0,2650,173,93.2,12.5,0.8,88.7,92.0,26.5,,,,,,,,
2013,310450460220005,South Elgin High School          ,SD U-46                          ,South Elgin      ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,56.6,6.0,25.6,8.8,0.0,0.2,2.9,2802,173,93.1,10.6,1.5,85.5,87.0,24.8,,,,,,,,
2013,310451010220001,Batavia Sr High School           ,Batavia USD 101                  ,Batavia          ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,83.6,2.7,9.2,2.3,0.1,0.2,2.0,1981,175,91.8,1.1,0.4,94.0,90.8,21.5,,,,,,,,
2013,310451290220001,West Aurora High School          ,Aurora West USD 129              ,Aurora           ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,32.8,13.6,47.0,3.5,0.3,0.6,2.2,3693,180,94.3,8.0,2.9,76.4,79.4,22.3,,,,,,,,
2013,310451310220001,East High School                 ,Aurora East USD 131              ,Aurora           ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,5.4,10.8,82.6,0.4,0.0,0.4,0.4,3510,180,87.8,14.3,6.8,61.0,66.4,27.2,,,,,,,,
2013,310453000260002,Dundee-Crown High School         ,CUSD 300                         ,Carpentersville  ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,39.6,7.8,47.5,2.2,0.0,0.2,2.6,2586,175,91.9,25.6,2.9,81.9,84.0,21.7,,,,,,,,
2013,310453000260003,Hampshire High School            ,CUSD 300                         ,Hampshire        ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,67.5,1.8,18.8,8.3,0.2,0.1,3.3,1206,175,94.5,10.0,0.7,96.1,96.1,24.6,,,,,,,,
2013,310453000260004,Harry D Jacobs High School       ,CUSD 300                         ,Algonquin        ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,73.8,2.8,14.6,6.3,0.1,0.1,2.3,2186,175,94.4,5.7,1.3,93.2,95.7,26.2,,,,,,,,
2013,310453010260001,Central High School              ,Central CUSD 301                 ,Burlington       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,74.3,3.7,13.1,6.3,0.0,0.1,2.6,1086,174,95.6,5.3,0.9,94.3,96.7,22.2,,,,,,,,
2013,310453020260001,Kaneland Senior High School      ,Kaneland CUSD 302                ,Maple Park       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,81.2,2.2,13.3,1.9,0.1,0.1,1.2,1364,180,93.3,1.2,0.5,97.7,95.2,25.0,,,,,,,,
2013,310453030260011,St Charles East High School      ,St Charles CUSD 303              ,St Charles       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,78.5,2.2,11.6,5.7,0.1,0.5,1.5,2493,174,94.2,0.9,1.2,92.0,92.8,22.4,,,,,,,,
2013,310453030260012,St Charles North High School     ,St Charles CUSD 303              ,St Charles       ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,86.3,0.8,6.1,4.6,0.0,0.4,1.7,2098,174,94.2,1.2,0.7,95.7,96.8,20.3,,,,,,,,
2013,310453040260001,Geneva Community High School     ,Geneva CUSD 304                  ,Geneva           ,Kane       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,88.8,0.0,6.9,2.2,0.0,0.1,2.1,1996,175,94.8,0.3,0.8,96.2,96.5,22.4,,,,,,,,
2013,320380030260001,Donovan Sr High School           ,Donovan CUSD 3                   ,Donovan          ,Iroquois   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.2,4.0,0.0,0.8,0.0,0.0,0.0,125,175,93.7,2.5,6.4,82.9,80.0,10.9,,,,,,,,
2013,320380040260001,Central High School              ,Central CUSD 4                   ,Clifton          ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.1,1.5,2.9,0.6,0.0,0.0,2.9,340,175,93.6,3.3,1.2,83.3,89.6,16.6,,,,,,,,
2013,320380060260001,Cissna Park Sr High School       ,Cissna Park CUSD 6               ,Cissna Park      ,Iroquois   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,92.0,2.7,3.6,1.8,0.0,0.0,0.0,112,175,96.3,0.0,0.9,96.7,100.0,9.1,,,,,,,,
2013,320380090260001,Watseka Comm High School         ,Iroquois County CUSD 9           ,Watseka          ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,PK 9 10 11 12                  ,88.2,1.7,5.9,0.7,0.0,0.0,3.4,407,175,92.2,8.9,1.3,83.5,82.3,15.3,,,,,,,,
2013,320380100260001,Iroquois West High School        ,Iroquois West CUSD 10            ,Gilman           ,Iroquois   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,64.8,3.5,27.0,0.0,0.0,0.3,4.4,318,175,92.4,6.1,0.0,85.3,86.9,14.0,,,,,,,,
2013,320382330170001,Milford High School              ,Milford Twp HSD 233              ,Milford          ,Iroquois   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.9,4.5,1.5,0.0,0.0,0.0,0.0,198,175,92.4,0.6,2.5,85.7,87.5,7.8,,,,,,,,
2013,320460010260003,Momence High School              ,Momence CUSD 1                   ,Momence          ,Kankakee   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,60.5,17.5,13.4,0.8,0.3,0.0,7.5,372,175,92.1,8.1,3.5,75.7,84.8,13.7,,,,,,,,
2013,320460020260001,Herscher High School             ,Herscher CUSD 2                  ,Herscher         ,Kankakee   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,93.8,0.3,2.4,0.7,0.0,0.2,2.6,615,175,95.1,0.0,0.5,89.7,94.6,16.8,,,,,,,,
2013,320460050260005,Manteno High School              ,Manteno CUSD 5                   ,Manteno          ,Kankakee   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,80.7,6.0,9.7,1.2,0.0,0.5,1.8,731,174,95.0,2.6,0.8,90.6,93.5,17.0,,,,,,,,
2013,320460060260001,Grant Park High School           ,Grant Park CUSD 6                ,Grant Park       ,Kankakee   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.7,0.0,2.4,0.0,0.0,0.0,6.0,168,175,93.5,0.6,3.0,83.3,80.0,13.1,,,,,,,,
2013,320461110250014,Kankakee High School             ,Kankakee SD 111                  ,Kankakee         ,Kankakee   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,20.9,51.8,22.8,0.4,0.0,0.7,3.4,1265,174,89.6,32.2,2.5,67.0,61.8,16.5,,,,,,,,
2013,320463020160001,St Anne Comm High School         ,St Anne CHSD 302                 ,Saint Anne       ,Kankakee   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,43.9,36.0,12.9,0.0,0.0,0.0,7.2,278,175,93.0,16.9,2.2,71.6,75.0,16.3,,,,,,,,
2013,320463070160001,Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307     ,Bradley          ,Kankakee   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,74.1,11.6,9.7,1.8,0.4,0.2,2.1,2067,175,92.6,11.1,1.6,86.4,87.3,19.7,,,,,,,,
2013,330482020260001,Knoxville Sr High School         ,Knoxville CUSD 202               ,Knoxville        ,Knox       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.2,0.9,3.6,0.3,0.0,0.9,2.1,334,175,94.7,0.9,2.4,91.4,82.2,16.6,,,,,,,,
2013,330482050260023,Galesburg High School            ,Galesburg CUSD 205               ,Galesburg        ,Knox       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,70.1,10.8,10.5,0.4,0.0,0.3,8.0,1319,174,93.4,38.3,2.7,82.3,86.0,19.5,,,,,,,,
2013,330482080260001,R O W V A Sr High School         ,R O W V A CUSD 208               ,Oneida           ,Knox       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.1,0.4,1.3,0.9,0.4,0.0,0.9,233,175,94.3,7.0,2.1,88.7,92.2,13.3,,,,,,,,
2013,330482100260001,Williamsfield High School        ,Williamsfield CUSD 210           ,Williamsfield    ,Knox       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.9,1.0,0.0,0.0,0.0,0.0,1.0,97,175,94.2,4.3,0.0,100.0,100.0,8.5,,,,,,,,
2013,330482170260001,Abingdon High School             ,Abingdon CUSD 217                ,Abingdon         ,Knox       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.1,2.2,1.8,0.4,0.0,0.9,4.5,223,174,92.9,10.4,2.2,80.0,84.8,19.5,,,,,,,,
2013,340490600260022,Waukegan High School             ,Waukegan CUSD 60                 ,Waukegan         ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,5.8,17.2,73.1,1.7,0.5,0.2,1.5,4464,175,93.8,13.7,3.6,75.0,76.7,20.1,,,,,,,,
2013,340490950260001,Lake Zurich High School          ,Lake Zurich CUSD 95              ,Lake Zurich      ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,85.5,0.6,6.3,4.9,0.0,0.8,1.9,2097,177,95.0,1.9,0.4,96.5,97.4,22.4,,,,,,,,
2013,340491130170001,Deerfield High School            ,Twp HSD 113                      ,Deerfield        ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,91.0,0.4,3.9,2.9,0.0,0.2,1.5,1697,178,96.2,0.1,0.4,97.0,96.0,15.4,,,,,,,,
2013,340491130170002,Highland Park High School        ,Twp HSD 113                      ,Highland Park    ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,74.7,2.4,18.1,1.9,0.1,0.3,2.5,2069,178,95.6,0.7,0.5,90.5,91.0,12.0,,,,,,,,
2013,340491150160001,Lake Forest High School          ,Lake Forest CHSD 115             ,Lake Forest      ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.0,1.0,2.8,4.6,0.1,0.0,1.5,1686,175,93.6,0.1,0.4,95.0,97.1,19.9,,,,,,,,
2013,340491160260006,Round Lake Senior High School    ,Round Lake CUSD 116              ,Round Lake       ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,20.8,7.6,68.0,2.1,0.1,0.3,1.1,2065,170,90.2,6.5,4.2,72.9,78.4,20.8,,,,,,,,
2013,340491170160001,Antioch Comm High School         ,CHSD 117                         ,Antioch          ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,82.5,2.2,9.3,2.1,0.1,0.1,3.8,1316,175,93.6,3.0,1.0,93.7,95.3,19.2,,,,,,,,
2013,340491170160002,Lakes Community High School      ,CHSD 117                         ,Lake Villa       ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,80.1,4.3,10.1,2.5,0.1,0.3,2.6,1483,175,93.8,2.6,0.9,97.0,97.1,23.3,,,,,,,,
2013,340491180260005,Wauconda High School             ,Wauconda CUSD 118                ,Wauconda         ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,73.7,1.5,19.8,3.2,0.0,0.2,1.6,1363,174,94.8,2.0,1.1,89.4,94.0,19.4,,,,,,,,
2013,340491200130001,Mundelein Cons High School       ,Mundelein Cons HSD 120           ,Mundelein        ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,47.9,2.7,42.2,4.9,0.0,0.2,2.2,2185,176,94.4,4.7,0.8,88.0,86.3,21.6,,,,,,,,
2013,340491210170001,Warren Township High School      ,Warren Twp HSD 121               ,Gurnee           ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,52.3,10.2,24.0,9.0,0.1,0.2,4.3,4373,176,94.5,6.2,0.8,92.7,94.5,20.0,,,,,,,,
2013,340491240160001,Grant Community High School      ,Grant CHSD 124                   ,Fox Lake         ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,70.8,3.3,18.6,3.9,0.3,0.3,2.7,1894,177,94.1,1.3,2.0,87.8,91.1,18.1,,,,,,,,
2013,340491250130001,Adlai E Stevenson High School    ,Adlai E Stevenson HSD 125        ,Lincolnshire     ,Lake       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,69.7,1.4,6.6,19.2,0.1,0.0,3.0,3947,177,95.3,0.2,0.4,94.6,92.6,19.1,,,,,,,,
2013,340491260170001,Zion-Benton Twnshp Hi Sch        ,Zion-Benton Twp HSD 126          ,Zion             ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,32.3,29.3,31.8,2.2,0.1,0.6,3.8,2425,176,92.6,4.4,5.7,76.4,83.4,20.2,,,,,,,,
2013,340491260170002,New Tech High - Zion-Benton East ,Zion-Benton Twp HSD 126          ,Zion             ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,36.3,23.0,32.6,2.9,0.0,1.2,4.1,344,176,93.1,2.4,0.3,95.4,97.1,20.5,,,,,,,,
2013,340491270160001,Grayslake Central High School    ,Grayslake CHSD 127               ,Grayslake        ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,64.0,4.1,18.8,8.7,0.1,0.1,4.4,1424,175,95.0,0.4,0.4,95.9,94.8,22.9,,,,,,,,
2013,340491270160002,Grayslake North High School      ,Grayslake CHSD 127               ,Grayslake        ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,70.1,3.1,18.6,4.6,0.0,0.2,3.5,1557,175,94.1,1.8,0.3,96.2,94.1,20.0,,,,,,,,
2013,340491280160002,Libertyville High School         ,CHSD 128                         ,Libertyville     ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,81.9,1.6,6.6,6.0,0.0,0.1,3.8,2028,176,95.6,0.1,0.1,96.0,95.6,21.2,,,,,,,,
2013,340491280160004,Vernon Hills High School         ,CHSD 128                         ,Vernon Hills     ,Lake       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,64.7,2.2,13.7,16.8,0.2,0.0,2.5,1325,179,95.0,1.0,0.7,96.1,95.2,19.8,,,,,,,,
2013,340491870260001,North Chicago Community High Sch ,North Chicago SD 187             ,North Chicago    ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,2.9,46.7,47.6,0.5,0.2,0.6,1.5,860,174,82.3,9.8,3.5,63.3,75.2,18.9,,,,,,,,
2013,340492200260004,Barrington High School           ,Barrington CUSD 220              ,Barrington       ,Lake       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,70.5,1.5,15.7,9.2,0.0,0.2,3.0,3046,174,95.7,0.7,0.3,95.7,98.7,22.9,,,,,,,,
2013,350500010260001,Leland High School               ,Leland CUSD 1                    ,Leland           ,La Salle   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,92.4,1.1,6.5,0.0,0.0,0.0,0.0,92,175,93.6,0.0,0.0,95.8,91.3,12.5,,,,,,,,
2013,350500020260001,Serena High School               ,Serena CUSD 2                    ,Serena           ,La Salle   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.7,0.8,3.4,0.4,0.0,0.0,3.8,265,174,94.5,2.9,1.1,88.7,90.0,13.9,,,,,,,,
2013,350500090260001,Earlville Jr/Sr High School      ,Earlville CUSD 9                 ,Earlville        ,La Salle   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,88.9,0.0,10.3,0.0,0.0,0.0,0.9,117,176,92.5,0.9,3.4,81.8,88.5,16.5,,,,,,,,
2013,350500400170001,Streator Twp High School         ,Streator Twp HSD 40              ,Streator         ,La Salle   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,79.2,4.5,11.3,0.6,0.0,0.0,4.4,902,175,93.9,6.4,5.0,76.7,84.0,18.4,,,,,,,,
2013,350501200170001,La Salle-Peru Twp High School    ,La Salle-Peru Twp HSD 120        ,La Salle         ,La Salle   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,84.7,1.6,11.1,0.9,0.1,0.6,0.9,1274,176,95.2,4.0,2.7,85.0,85.1,19.6,,,,,,,,
2013,350501400170001,Ottawa Township High School      ,Ottawa Twp HSD 140               ,Ottawa           ,La Salle   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,84.1,3.5,9.1,0.5,0.0,0.3,2.4,1476,175,94.1,2.5,2.2,81.4,83.5,19.9,,,,,,,,
2013,350501600170001,Seneca High School               ,Seneca Twp HSD 160               ,Seneca           ,La Salle   ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.4,0.8,4.8,0.0,0.0,0.0,2.9,476,175,92.2,1.3,1.1,91.2,93.4,15.2,,,,,,,,
